artist_name,title,link,streams_total,streams_daily
Drake,Look Alive (feat. Drake),https://open.spotify.com/track/7165YDcOpr9yEypbdpU6fa,1040004319.0,106859.0
Drake,Fake Love,https://open.spotify.com/track/343YBumqHu19cGoGARUTsd,1031695764.0,118936.0
Drake,Headlines,https://open.spotify.com/track/6LxSe8YmdPxy095Ux6znaQ,1025866531.0,1064838.0
Drake,Teenage Fever,https://open.spotify.com/track/6n3HGiq4v35D6eFOSwqYuo,1006709038.0,563503.0
Drake,"Fkin' Problems (feat. Drake, 2 Chainz & Kendrick Lamar)",https://open.spotify.com/track/4X5f3vT8MRuXF68pfjNte5,973135565.0,332751.0
Drake,Rich Flex,https://open.spotify.com/track/1bDbXMyjaUIooNwFE9wn0N,964306347.0,246343.0
Drake,Chicago Freestyle (feat. Giveon),https://open.spotify.com/track/4wVOKKEHUJxHCFFNUWDn0B,952549073.0,329635.0
Drake,Wants and Needs (feat. Lil Baby),https://open.spotify.com/track/65OVbaJR5O1RmwOQx0875b,944130878.0,270033.0
Drake,Controlla,https://open.spotify.com/track/3O8NlPh2LByMU9lSRSHedm,907083002.0,169128.0
Drake,Jumpman,https://open.spotify.com/track/27GmP9AWRs744SzKcpJsTZ,878017820.0,106837.0
Drake,Knife Talk (with 21 Savage ft. Project Pat),https://open.spotify.com/track/2BcMwX1MPV6ZHP4tUT9uq6,868607466.0,195619.0
Drake,Walk It Talk It,https://open.spotify.com/track/6n4U3TlzUGhdSFbUUhTvLP,859616049.0,146919.0
Drake,Girls Need Love (with Drake) - Remix,https://open.spotify.com/track/1axArDrl7n4M3QZMNN0XMs,836136630.0,392893.0
Drake,Best I Ever Had,https://open.spotify.com/track/3QLjDkgLh9AOEHlhQtDuhs,819782855.0,394673.0
Drake,POPSTAR (feat. Drake),https://open.spotify.com/track/6EDO9iiTtwNv6waLwa1UUq,779995951.0,114300.0
Drake,Take Care,https://open.spotify.com/track/124NFj84ppZ5pAxTuVQYCQ,771510357.0,310786.0
Drake,Marvins Room,https://open.spotify.com/track/047fCsbO4NdmwCBn8pcUXl,742649440.0,318763.0
Drake,Forever,https://open.spotify.com/track/4O3nAQfOC9PN5ElMEcAJb9,741830016.0,246805.0
Drake,Come and See Me (feat. Drake),https://open.spotify.com/track/3eGWxMyTyTmH3dHbJeWWv6,729986410.0,283927.0
Drake,What's My Name?,https://open.spotify.com/track/6DkXLzBQT7cwXmTyzAB1DJ,717592357.0,372130.0
Drake,Poetic Justice,https://open.spotify.com/track/5J6CXHvsfRGyyCnQZmVPoE,698580263.0,235883.0
Drake,The Motto,https://open.spotify.com/track/4Kz4RdRCceaA9VgTqBhBfa,664742521.0,195991.0
Drake,Way 2 Sexy (with Future & Young Thug),https://open.spotify.com/track/0k1WUmIRnG3xU6fvvDVfRG,652036826.0,168363.0
Drake,Portland,https://open.spotify.com/track/2bjwRfXMk4uRgOD9IBYl9h,637810976.0,78907.0
Drake,Rich Baby Daddy (feat. Sexyy Red & SZA),https://open.spotify.com/track/1yeB8MUNeLo9Ek1UEpsyz6,636470929.0,360202.0
Drake,GREECE (feat. Drake),https://open.spotify.com/track/35RJhm1pEovTBwnNR0zWad,629423000.0,148563.0
Drake,Only,https://open.spotify.com/track/1UZ25gykR30Oewh3dBRtVZ,626380200.0,97363.0
Drake,Odio (feat. Drake),https://open.spotify.com/track/1iLv1ieT9BZ3qsti9yTCnG,612365161.0,436663.0
Drake,Do Not Disturb,https://open.spotify.com/track/2KvHC9z14GSl4YpkNMX384,599708382.0,261917.0
Drake,Girls Want Girls (with Lil Baby),https://open.spotify.com/track/37Nqx7iavZpotJSDXZWbJ3,594765494.0,282152.0
Drake,She Will,https://open.spotify.com/track/78O33U6jbQtNiNfbkZudpd,587221782.0,721626.0
Drake,Trust Issues,https://open.spotify.com/track/4Wjhj0WjkyECccfHVIgaTq,585355789.0,448077.0
Drake,IDGAF (feat. Yeat),https://open.spotify.com/track/2YSzYUF3jWqb9YP9VXmpjE,581683591.0,218509.0
Drake,From Time,https://open.spotify.com/track/2WC4sK0ryyysQhtDok9Ytr,574594187.0,168254.0
Drake,Drama (feat. Drake),https://open.spotify.com/track/0XO2hckt5aHvvwH7FFdVYF,573813023.0,122339.0
Drake,Yebbaâs Heartbreak,https://open.spotify.com/track/1PDP7mLiAMwhfmgIwzhOm2,571559944.0,489638.0
Drake,Started From the Bottom,https://open.spotify.com/track/3dgQqOiQ9fCKVhNOedd2lf,564328325.0,107905.0
Drake,Donât Matter To Me (with Michael Jackson),https://open.spotify.com/track/6G8kHiVZ1jW7vHMPVRNZU0,560138505.0,176786.0
Drake,Energy,https://open.spotify.com/track/79XrkTOfV1AqySNjVlygpW,559506235.0,116570.0
Drake,Trophies,https://open.spotify.com/track/6HfOzLLjsaXsehIFEsrxTk,541545669.0,114778.0
Drake,Feel No Ways,https://open.spotify.com/track/3cjF2OFRmip8spwZYQRKxP,535999273.0,222225.0
Drake,NOKIA,https://open.spotify.com/track/2u9S9JJ6hTZS3Vf22HOZKg,529703940.0,762094.0
Drake,0 To 100 / The Catch Up,https://open.spotify.com/track/4jtyUzZm9WLc2AdaJ1dso7,529553397.0,91354.0
Drake,Jungle,https://open.spotify.com/track/7JXZq0JgG2zTrSOAgY8VMC,498008537.0,200389.0
Drake,Spin Bout U,https://open.spotify.com/track/2ZL7WZcjuYKi1KUDtp4kCC,494596640.0,233715.0
Drake,MELTDOWN (feat. Drake),https://open.spotify.com/track/0O9WkgPDfZ7A9DMDocF6ur,485343611.0,163983.0
Drake,First Person Shooter (feat. J. Cole),https://open.spotify.com/track/7aqfrAY2p9BUSiupwk3svU,471411984.0,193098.0
Drake,Not You Too (feat. Chris Brown),https://open.spotify.com/track/3Q4gttWQ6hxqWOa3tHoTNi,459994616.0,1004428.0
Drake,No Stylist (feat. Drake),https://open.spotify.com/track/1LYYsrjs2VIKB8t534B3cm,454497774.0,27816.0
Drake,I'm Upset,https://open.spotify.com/track/3qN5qMTKyEEmiTZD38BNTT,453009611.0,50334.0
Drake,P power (feat. Drake),https://open.spotify.com/track/0lEjxUUlKqjqXrVlIHFduD,452200289.0,241568.0
Drake,Back To Back,https://open.spotify.com/track/5lFDtgWsjRJu8fPOAyJIAK,451252772.0,75714.0
Drake,Know Yourself,https://open.spotify.com/track/5InOp6q2vvx0fShv3bzFLZ,443007897.0,74457.0
Drake,"Never Recover (Lil Baby & Gunna, Drake)",https://open.spotify.com/track/6wWaVoUOzLQJHd3bWAUpdZ,441390668.0,189868.0
Drake,Search & Rescue,https://open.spotify.com/track/7aRCf5cLOFN1U7kvtChY1G,436486418.0,174945.0
Drake,Finesse,https://open.spotify.com/track/2WP8G2pdddDmnh1xbfKBOI,435864315.0,165754.0
Drake,Whatâs Next,https://open.spotify.com/track/3aQem4jVGdhtg116TmJnHz,428249900.0,86674.0
Drake,Crew Love,https://open.spotify.com/track/0V4l4GQhgnWQGtCWpvA7va,417411680.0,140335.0
Drake,R.I.C.O. (feat. Drake),https://open.spotify.com/track/0Y0TOsE1q11qgbi7c5WZsG,417072932.0,47957.0
Drake,Mob Ties,https://open.spotify.com/track/7rC5Pl8rQSX4myONQHYPBK,414796741.0,65703.0
Drake,Practice,https://open.spotify.com/track/0jF2AdhsalO1L7KkhK4LE5,413526279.0,424947.0
Drake,Signs,https://open.spotify.com/track/6Na5uKk5SsqZimk0hAWo8y,413255795.0,69487.0
Drake,Time Flies,https://open.spotify.com/track/5H4mXWKcicuLKDn4Jy0sK7,412154032.0,313360.0
Drake,Gyalchester,https://open.spotify.com/track/6UjfByV1lDLW0SOVQA4NAi,408547047.0,70932.0
Drake,All Me,https://open.spotify.com/track/5ngydCLbzCEdtu8SEOXhPU,404747646.0,65479.0
Drake,Legend,https://open.spotify.com/track/1ID1QFSNNxi0hiZCNcwjUC,404448533.0,55651.0
Drake,Pain 1993 (with Playboi Carti),https://open.spotify.com/track/6Kj17Afjo1OKJYpf5VzCeo,403250029.0,150736.0
Drake,Both (feat. Drake),https://open.spotify.com/track/5tFep7dXGd7vEJ668wTPux,392190424.0,72620.0
Drake,Fire & Desire,https://open.spotify.com/track/4BhGTc3Cgay2U1QcTS7vQe,389013710.0,171285.0
Drake,Pop Style,https://open.spotify.com/track/5mPSyjLatqB00IkPqRlbTE,387419242.0,33338.0
Drake,Get It Together,https://open.spotify.com/track/7y6c07pgjZvtHI9kuMVqk1,386326636.0,222441.0
Drake,HYFR (Hell Ya Fucking Right),https://open.spotify.com/track/0m1KYWlT6LhFRBDVq9UNx4,383504052.0,157036.0
Drake,Champagne Poetry,https://open.spotify.com/track/2HSmyk2qMN8WQjuGhaQgCk,382528637.0,135796.0
Drake,Truffle Butter (feat. Drake & Lil Wayne),https://open.spotify.com/track/3ziMq6htw5Wn5hVQh5w49g,382013627.0,55439.0
Drake,Recognize (feat. Drake),https://open.spotify.com/track/1DMYEiuAgz1OKvANXiNFrN,381505846.0,209239.0
Drake,Moment 4 Life (feat. Drake),https://open.spotify.com/track/1rlTHKlLpenfojTet3fbhQ,367649587.0,126365.0
Drake,Massive,https://open.spotify.com/track/28JBD8p18xNuOfyV7Cotdn,361108745.0,200794.0
Drake,Right Above It,https://open.spotify.com/track/1kMuU3TNQvHbqvXCWBodmP,359459625.0,161000.0
Taylor Swift,Cruel Summer,https://open.spotify.com/track/1BxfuPKGuaTgP7aM0Bbdwr,3203001451.0,1329624.0
Taylor Swift,Blank Space,https://open.spotify.com/track/1p80LdxRV74UKvL8gnD7ky,2312576456.0,1052633.0
Taylor Swift,I Donât Wanna Live Forever (Fifty Shades Darker),https://open.spotify.com/track/55n9yjI6qqXh5F2mYvUc2y,2052679606.0,689520.0
Taylor Swift,Anti-Hero,https://open.spotify.com/track/0V3wPSX9ygBnCm8psDIegu,1952783643.0,514986.0
Taylor Swift,Lover,https://open.spotify.com/track/1dGr1c8CrMLDpV6mPbImSI,1952271784.0,759148.0
Taylor Swift,cardigan,https://open.spotify.com/track/4R2kfaDFhslZEMJqAFNpdd,1878737623.0,795184.0
Taylor Swift,Shake It Off,https://open.spotify.com/track/5xTtaWoae3wi06K5WfVUUH,1795359427.0,680281.0
Taylor Swift,august,https://open.spotify.com/track/3hUxzQpSfdDqwM3ZTFQY0K,1702810370.0,678830.0
Taylor Swift,Style,https://open.spotify.com/track/4lIxdJw6W3Fg4vUIYCB0S5,1616971840.0,1130135.0
Taylor Swift,Donât Blame Me,https://open.spotify.com/track/1R0a2iXumgCiFb7HEZ7gUE,1537866476.0,615321.0
Taylor Swift,Look What You Made Me Do,https://open.spotify.com/track/1P17dC1amhFzptugyAO7Il,1399469831.0,308890.0
Taylor Swift,Delicate,https://open.spotify.com/track/6NFyWDv5CjfwuzoCkw47Xf,1273683482.0,460849.0
Taylor Swift,All Too Well (10 Minute Version) (Taylor's Version) (From The Vault),https://open.spotify.com/track/5enxwA8aAbwZbf5qCHORXi,1145067047.0,521402.0
Taylor Swift,Wildest Dreams,https://open.spotify.com/track/59HjlYCeBsxdI0fcm3zglw,1137605838.0,328656.0
Taylor Swift,Love Story (Taylorâs Version),https://open.spotify.com/track/6YvqWjhGD8mB5QXcbcUKtx,1124865082.0,559001.0
Taylor Swift,You Need To Calm Down,https://open.spotify.com/track/6RRNNciQGZEXnqk8SQ9yv5,1111450798.0,218242.0
Taylor Swift,Fortnight (feat. Post Malone),https://open.spotify.com/track/2OzhQlSqBEmt7hmkYxfT6m,1095590914.0,714133.0
Taylor Swift,Love Story,https://open.spotify.com/track/1vrd6UOGamcKNGnSHJQlSt,1080793152.0,373113.0
Taylor Swift,I Knew You Were Trouble.,https://open.spotify.com/track/2o2IVjuqRkR9hJxtPjtAP0,1062494596.0,461922.0
Taylor Swift,willow,https://open.spotify.com/track/2gVhfX2Gy1T9kDuS9azrF7,1056593942.0,289357.0
Taylor Swift,exile (feat. Bon Iver),https://open.spotify.com/track/4pvb0WLRcMtbPGmtejJJ6y,1036741329.0,503451.0
Taylor Swift,You Belong With Me (Taylorâs Version),https://open.spotify.com/track/1qrpoAMXodY6895hGKoUpA,1030725637.0,556692.0
Taylor Swift,Karma,https://open.spotify.com/track/7KokYm8cMIXCsGVmUvKtqf,990371151.0,289050.0
Taylor Swift,Enchanted,https://open.spotify.com/track/5lg33MHs1BoUtJVClw8ZpI,986358796.0,277524.0
Taylor Swift,Wildest Dreams (Taylor's Version),https://open.spotify.com/track/27exgla7YBw9DUNNcTIpjy,985036497.0,384195.0
Taylor Swift,...Ready For It?,https://open.spotify.com/track/2yLa0QULdQr0qAIvVwN6B5,984424093.0,370673.0
Taylor Swift,The Man,https://open.spotify.com/track/3RauEVgRgj1IuWdJ9fDs70,981566301.0,264618.0
Taylor Swift,ME! (feat. Brendon Urie of Panic! At The Disco),https://open.spotify.com/track/2Rk4JlNc2TPmZe2af99d45,965381859.0,143239.0
Taylor Swift,Getaway Car,https://open.spotify.com/track/0VE4kBnHJUgtMf0dy6DRmW,882310301.0,347453.0
Taylor Swift,Lavender Haze,https://open.spotify.com/track/5jQI2r1RdgtuT8S3iG8zFC,870502997.0,190125.0
Taylor Swift,The Fate of Ophelia,https://open.spotify.com/track/1dosSsKwYF7hoQA2kuu6wI,834151519.0,7051617.0
Taylor Swift,Midnight Rain,https://open.spotify.com/track/3rWDp9tBPQR9z6U5YyRSK4,829784344.0,238499.0
Taylor Swift,"You're On Your Own, Kid",https://open.spotify.com/track/4D7BCuvgdJlYvlX5WlN54t,827546411.0,361120.0
Taylor Swift,Paper Rings,https://open.spotify.com/track/4y5bvROuBDPr5fuwXbIBZR,811867804.0,228148.0
Taylor Swift,champagne problems,https://open.spotify.com/track/1gcyHQpBQ1lfXGdhZmWrHP,802797866.0,292400.0
Taylor Swift,my tears ricochet,https://open.spotify.com/track/1MgV7FIyNxIG7WzMRJV5HC,797329357.0,449228.0
Taylor Swift,You Belong With Me,https://open.spotify.com/track/3GCL1PydwsLodcpv0Ll1ch,790944648.0,286388.0
Taylor Swift,We Are Never Ever Getting Back Together,https://open.spotify.com/track/7AEAGTc8cReDqcbPoY9gwo,782321253.0,197209.0
Taylor Swift,I Can Do It With a Broken Heart,https://open.spotify.com/track/4q5YezDOIPcoLr8R81x9qy,777459458.0,439234.0
Taylor Swift,the 1,https://open.spotify.com/track/0Jlcvv8IykzHaSmj49uNW8,747412477.0,286335.0
Taylor Swift,Gorgeous,https://open.spotify.com/track/1ZY1PqizIl78geGM4xWlEA,726226259.0,158931.0
Taylor Swift,Bad Blood,https://open.spotify.com/track/273dCMFseLcVsoSWx59IoE,721271793.0,216525.0
Taylor Swift,Bejeweled,https://open.spotify.com/track/3qoftcUZaUOncvIYjFSPdE,695529402.0,201738.0
Taylor Swift,Daylight,https://open.spotify.com/track/1fzAuUVbzlhZ1lJAx9PtY6,661819733.0,443052.0
Taylor Swift,End Game,https://open.spotify.com/track/2x0WlnmfG39ZuDmstl9xfX,609334949.0,175840.0
Taylor Swift,Maroon,https://open.spotify.com/track/3eX0NZfLtGzoLUxPNvRfqm,593129043.0,212636.0
Taylor Swift,illicit affairs,https://open.spotify.com/track/2NmsngXHeC1GQ9wWrzhOMf,592838250.0,254297.0
Taylor Swift,Is It Over Now? (Taylor's Version) (From The Vault),https://open.spotify.com/track/6IG3sQ8s9nfk6TUlVzRhbN,567626842.0,189012.0
Taylor Swift,The Way I Loved You (Taylorâs Version),https://open.spotify.com/track/22bPsP2jCgbLUvh82U0Z3M,563611945.0,223259.0
Taylor Swift,I Did Something Bad,https://open.spotify.com/track/4svZDCRz4cJoneBpjpx8DJ,563285275.0,181130.0
Taylor Swift,mirrorball,https://open.spotify.com/track/0ZNU020wNYvgW84iljPkPP,558474985.0,204543.0
Taylor Swift,Call It What You Want,https://open.spotify.com/track/1GwMQaZz6Au3QLDbjbMdme,556223675.0,315853.0
Taylor Swift,this is me trying,https://open.spotify.com/track/7kt9e9LFSpN1zQtYEl19o1,552713597.0,242533.0
Taylor Swift,Miss Americana & The Heartbreak Prince,https://open.spotify.com/track/214nt20w5wOxJnY462klLw,539923215.0,288317.0
Taylor Swift,The Archer,https://open.spotify.com/track/3pHkh7d0lzM2AldUtz2x37,534006622.0,196278.0
Taylor Swift,Dress,https://open.spotify.com/track/6oVxXO5oQ4pTpO8RSnkzvv,525608056.0,548044.0
Taylor Swift,Guilty as Sin?,https://open.spotify.com/track/0W0iAC1VGlB82PI6elxFYf,525349984.0,433403.0
Taylor Swift,Snow On The Beach (feat. Lana Del Rey),https://open.spotify.com/track/1wtOxkiel43cVs0Yux5Q4h,511665193.0,111858.0
Taylor Swift,invisible string,https://open.spotify.com/track/6VsvKPJ4xjVNKpI8VVZ3SV,504738696.0,222680.0
Taylor Swift,Vigilante Shit,https://open.spotify.com/track/1xwAWUI6Dj0WGC3KiUPN0O,502257261.0,121192.0
Taylor Swift,Down Bad,https://open.spotify.com/track/2F3N9tdombb64aW6VtZOdo,500069468.0,293695.0
Taylor Swift,Afterglow,https://open.spotify.com/track/1SymEzIT3H8UZfibCs3TYi,493963022.0,141767.0
Taylor Swift,I Knew You Were Trouble (Taylor's Version),https://open.spotify.com/track/6AtZLIzUINvExIUy4QhdjP,489686648.0,116436.0
Taylor Swift,Enchanted (Taylor's Version),https://open.spotify.com/track/3sW3oSbzsfecv9XoUdGs7h,487923395.0,261680.0
Taylor Swift,Back To December,https://open.spotify.com/track/3DrjZArsPsoqbLzUZZV1Id,485908746.0,161614.0
Taylor Swift,right where you left me - bonus track,https://open.spotify.com/track/3zwMVvkBe2qIKDObWgXw4N,478588895.0,236210.0
Taylor Swift,All Of The Girls You Loved Before,https://open.spotify.com/track/17yraMKqmZIKAv3iaGcoLX,468673154.0,110842.0
Taylor Swift,We Are Never Ever Getting Back Together (Taylor's Version),https://open.spotify.com/track/5YqltLsjdqFtvqE7Nrysvs,466199084.0,155028.0
Taylor Swift,Mr. Perfectly Fine (Taylorâs Version) (From The Vault),https://open.spotify.com/track/2CYVETnhM9aytqrazYYwrK,459652711.0,122486.0
Taylor Swift,22,https://open.spotify.com/track/2P5gfMtCcKP0CkmgqFMyPg,453825612.0,105279.0
Taylor Swift,Opalite,https://open.spotify.com/track/67osB3wmJVTFzKhWqPb1Hm,453494281.0,2631278.0
Taylor Swift,the last great american dynasty,https://open.spotify.com/track/2Eeur20xVqfUoM3Q7EFPFt,448575132.0,106505.0
Taylor Swift,Mastermind,https://open.spotify.com/track/7FmYn9e7KHMXcxqGSj9LjH,447985530.0,139968.0
Taylor Swift,Our Song,https://open.spotify.com/track/7qGr3rjRhndRIpFUA5f2HJ,447579644.0,136106.0
Taylor Swift,betty,https://open.spotify.com/track/5kI4eCXXzyuIUXjQra0Cxi,444968619.0,104511.0
Taylor Swift,Fearless (Taylorâs Version),https://open.spotify.com/track/77sMIMlNaSURUAXq5coCxE,444114640.0,180300.0
Taylor Swift,Cornelia Street,https://open.spotify.com/track/12M5uqx0ZuwkpLp5rJim1a,434773953.0,162358.0
Taylor Swift,"""Slut!"" (Taylor's Version) (From The Vault)",https://open.spotify.com/track/0CD7DzeCsuPJygddqlUVYa,427897114.0,211714.0
Taylor Swift,Red (Taylor's Version),https://open.spotify.com/track/4OAuvHryIVv4kMDNSLuPt6,423048887.0,209942.0
Taylor Swift,tolerate it,https://open.spotify.com/track/6lCvK2AR2uOKkVFCVlAzzm,422977249.0,153870.0
Taylor Swift,London Boy,https://open.spotify.com/track/1LLXZFeAHK9R4xUramtUKw,422703084.0,121811.0
Taylor Swift,Now That We Don't Talk (Taylor's Version) (From The Vault),https://open.spotify.com/track/5QUIK7ZtziW8kGWo8RqopF,418475935.0,153402.0
Taylor Swift,Whoâs Afraid of Little Old Me?,https://open.spotify.com/track/36t6frENUtCYKuZus6aYDO,413036493.0,234663.0
Taylor Swift,I Forgot That You Existed,https://open.spotify.com/track/43rA71bccXFGD4C8GOpIlN,405727972.0,122224.0
Taylor Swift,"So Long, London",https://open.spotify.com/track/3Vevii7qKqrmW8CcyzBHDl,403712738.0,204205.0
Taylor Swift,Style (Taylor's Version),https://open.spotify.com/track/3Vpk1hfMAQme8VJ0SNRSkd,401178768.0,271813.0
Taylor Swift,22 (Taylor's Version),https://open.spotify.com/track/3yII7UwgLF6K5zW3xad3MP,398921103.0,131022.0
Taylor Swift,seven,https://open.spotify.com/track/6KJqZcs9XDgVck7Lg9QOTC,396294498.0,108138.0
Taylor Swift,My Boy Only Breaks His Favorite Toys,https://open.spotify.com/track/2XXwLdtuAcE0HSCu61ijAb,386230281.0,219922.0
Taylor Swift,Labyrinth,https://open.spotify.com/track/0A1JLUlkZkp2EFrosoNQi0,382177733.0,184408.0
Taylor Swift,So High School,https://open.spotify.com/track/7Mts0OfPorF4iwOomvfqn1,373083280.0,326561.0
Taylor Swift,Youâre Losing Me (From The Vault),https://open.spotify.com/track/3CWq0pAKKTWb0K4yiglDc4,368058152.0,182776.0
Taylor Swift,The Great War,https://open.spotify.com/track/2VuqMjgoKaOHNM8HpxtXKx,366985919.0,116276.0
Taylor Swift,All Too Well (Taylor's Version),https://open.spotify.com/track/3nsfB1vus2qaloUdcBZvDu,365748180.0,187242.0
Taylor Swift,Death By A Thousand Cuts,https://open.spotify.com/track/2dgFqt3w9xIQRjhPtwNk3D,362385633.0,113449.0
Taylor Swift,King Of My Heart,https://open.spotify.com/track/7HuBDWi18s4aJM8UFnNheH,359388686.0,118450.0
Taylor Swift,But Daddy I Love Him,https://open.spotify.com/track/5og4Qzt92jJzVDkOtSEilb,358648916.0,181823.0
Taylor Swift,Out Of The Woods,https://open.spotify.com/track/5OndtwLGA9O6XHFcGm2H7r,358509718.0,75801.0
Taylor Swift,Sweet Nothing,https://open.spotify.com/track/0wavGRldH0AWyu2zvTz8zb,358482982.0,129994.0
Taylor Swift,This Love (Taylorâs Version),https://open.spotify.com/track/4WBEj8TeGtRPNJdOmT3WJW,356041807.0,182562.0
Bad Bunny,DÃKITI,https://open.spotify.com/track/4MzXwWMhyBbmu6hOcLVD49,2362927546.0,693029.0
Bad Bunny,LA CANCIÃN,https://open.spotify.com/track/0fea68AdmYNygeTGI4RC18,2350368500.0,1508084.0
Bad Bunny,Me Porto Bonito,https://open.spotify.com/track/6Sq7ltF9Qa7SNFBsV5Cogx,2182380153.0,587041.0
Bad Bunny,TitÃ­ Me PreguntÃ³,https://open.spotify.com/track/1IHWl5LamUGEuP4ozKQSXZ,1898458273.0,806007.0
Bad Bunny,I Like It,https://open.spotify.com/track/285jK9VYQKmijjcrjD4CRa,1824664082.0,444958.0
Bad Bunny,Ojitos Lindos,https://open.spotify.com/track/3k3NWokhRRkEPhCzPmV8TW,1824445469.0,769376.0
Bad Bunny,Callaita,https://open.spotify.com/track/71wFwRo8xGc4lrcyKwsvba,1742851790.0,584955.0
Bad Bunny,No Me Conoce - Remix,https://open.spotify.com/track/6Mgg57b5K2uwIwuTRuaBWE,1719345400.0,853001.0
Bad Bunny,Yonaguni,https://open.spotify.com/track/2JPLbjOn0wPCngEot2STUS,1602398341.0,410661.0
Bad Bunny,Efecto,https://open.spotify.com/track/5Eax0qFko2dh7Rl2lYs3bx,1597069427.0,533621.0
Bad Bunny,MIA,https://open.spotify.com/track/3gE4eQH3K83Sght0ZLvuBK,1512746615.0,317565.0
Bad Bunny,Moscow Mule,https://open.spotify.com/track/6Xom58OOXk2SoU711L2IXO,1494786619.0,749166.0
Bad Bunny,un x100to,https://open.spotify.com/track/6pD0ufEQq0xdHSsRbg9LBK,1436238872.0,565304.0
Bad Bunny,Te BotÃ© - Remix,https://open.spotify.com/track/3V8UKqhEK5zBkBb6d6ub8i,1311542831.0,248483.0
Bad Bunny,DtMF,https://open.spotify.com/track/3sK8wGT43QFpWrvNQsrQya,1293601796.0,2386754.0
Bad Bunny,Diles,https://open.spotify.com/track/6C1RD7YQVvt3YQj0CmuTeu,1223598398.0,1223983.0
Bad Bunny,PERRO NEGRO,https://open.spotify.com/track/7iQXYTyuG13aoeHxGG28Nh,1219279126.0,568460.0
Bad Bunny,La Santa,https://open.spotify.com/track/69vlMrzHwATKzupwNcUPyK,1175848617.0,432615.0
Bad Bunny,Si EstuviÃ©semos Juntos,https://open.spotify.com/track/35wvL50xvKpCHEJPxLOLPI,1147231349.0,393673.0
Bad Bunny,Soltera (Remix),https://open.spotify.com/track/1c0hsvHLELX6y8qymnpLKL,1145438990.0,311339.0
Bad Bunny,LA NOCHE DE ANOCHE,https://open.spotify.com/track/2XIc1pqjXV3Cr2BQUGNBck,1142501056.0,230368.0
Bad Bunny,Vete,https://open.spotify.com/track/2n7ohqg1s68ToAHh4u9mcW,1136185998.0,235669.0
Bad Bunny,Lo Siento BB:/ (with Bad Bunny & Julieta Venegas),https://open.spotify.com/track/4gzsuuZypVbxs0Af1LSZyB,1134419747.0,576772.0
Bad Bunny,BAILE INoLVIDABLE,https://open.spotify.com/track/2lTm559tuIvatlT1u0JYG2,1071232545.0,2277632.0
Bad Bunny,QUE PRETENDES,https://open.spotify.com/track/25ZAibhr3bdlMCLmubZDVt,1055755579.0,577656.0
